list,word,cefr,status,unit
ACL,potentially dangerous,,pendiente,
ACL,powerful force,,pendiente,
ACL,powerful group,,pendiente,
ACL,powerful influence,,pendiente,
ACL,powerful tool,,pendiente,
ACL,practical consideration,,pendiente,
ACL,practical difficulties,,pendiente,
ACL,practical issue,,pendiente,
ACL,practical significance,,pendiente,
ACL,preceding chapter,,pendiente,
ACL,preceding discussion,,pendiente,
ACL,preceding section,,pendiente,
ACL,precise definition,,pendiente,
ACL,precise nature,,pendiente,
ACL,predictive power,,pendiente,
ACL,preferential treatment,,pendiente,
ACL,preliminary data,,pendiente,
ACL,preliminary findings,,pendiente,
ACL,preliminary result,,pendiente,
ACL,premature death,,pendiente,
ACL,present context,,pendiente,
ACL,present data,,pendiente,
ACL,present difficulties,,pendiente,
ACL,present evidence,,pendiente,
ACL,presidential election,,pendiente,
ACL,previous chapter,,pendiente,
ACL,previous decade,,pendiente,
ACL,previous discussion,,pendiente,
ACL,previous experience,,pendiente,
ACL,previous generation,,pendiente,
ACL,previous knowledge,,pendiente,
ACL,previous paragraph,,pendiente,
ACL,previous part,,pendiente,
ACL,previous research,,pendiente,
ACL,previous section,,pendiente,
ACL,previous study,,pendiente,
ACL,previous work,,pendiente,
ACL,previously described,,pendiente,
ACL,previously discussed,,pendiente,
ACL,previously known,,pendiente,
ACL,previously mentioned,,pendiente,
ACL,previously thought,,pendiente,
ACL,primary aim,,pendiente,
ACL,primary care,,pendiente,
ACL,primary concern,,pendiente,
ACL,primary data,,pendiente,
ACL,primary education,,pendiente,
ACL,primary focus,,pendiente,
ACL,primary function,,pendiente,
ACL,primary objective,,pendiente,
ACL,primary purpose,,pendiente,
ACL,primary reason,,pendiente,
ACL,primary research,,pendiente,
ACL,primary responsibility,,pendiente,
ACL,primary source,,pendiente,
ACL,primary task,,pendiente,
ACL,prime example,,pendiente,
ACL,prime time,,pendiente,
ACL,principal source,,pendiente,
ACL,prior experience,,pendiente,
ACL,prior knowledge,,pendiente,
ACL,private individual,,pendiente,
ACL,private investment,,pendiente,
ACL,private sector,,pendiente,
ACL,private sphere,,pendiente,
ACL,privileged position,,pendiente,
ACL,problem area,,pendiente,
ACL,process data,,pendiente,
ACL,process information,,pendiente,
ACL,professional activity,,pendiente,
ACL,professional body,,pendiente,
ACL,professional colleague,,pendiente,
ACL,professional development,,pendiente,
ACL,professional experience,,pendiente,
ACL,professional knowledge,,pendiente,
ACL,professional practice,,pendiente,
ACL,professional qualification,,pendiente,
ACL,professional staff,,pendiente,
ACL,professional standard,,pendiente,
ACL,professional status,,pendiente,
ACL,professional support,,pendiente,
ACL,professional training,,pendiente,
ACL,professional work,,pendiente,
ACL,profound effect,,pendiente,
ACL,profound impact,,pendiente,
ACL,prominent feature,,pendiente,
ACL,prominent member,,pendiente,
ACL,prominent role,,pendiente,
ACL,promote equality,,pendiente,
ACL,proposed legislation,,pendiente,
ACL,prove successful,,pendiente,
ACL,prove useful,,pendiente,
ACL,provide assistance,,pendiente,
ACL,provide care,,pendiente,
ACL,provide context,,pendiente,
ACL,provide coverage,,pendiente,
ACL,provide data,,pendiente,
ACL,provide evidence,,pendiente,
ACL,provide feedback,,pendiente,
ACL,provide guidance,,pendiente,
ACL,provide information,,pendiente,
ACL,provide material,,pendiente,
ACL,provide resources,,pendiente,
ACL,provide support,,pendiente,
ACL,public access,,pendiente,
ACL,public administration,,pendiente,
ACL,public attitudes,,pendiente,
ACL,public authority,,pendiente,
ACL,public awareness,,pendiente,
ACL,public debate,,pendiente,
ACL,public discourse,,pendiente,
ACL,public display,,pendiente,
ACL,public domain,,pendiente,
ACL,public expenditure,,pendiente,
ACL,public funds,,pendiente,
ACL,public image,,pendiente,
ACL,public institution,,pendiente,
ACL,public perception,,pendiente,
ACL,public policy,,pendiente,
ACL,public sector,,pendiente,
ACL,public sphere,,pendiente,
ACL,public transport,,pendiente,
ACL,public welfare,,pendiente,
ACL,publicly available,,pendiente,
ACL,publish research,,pendiente,
ACL,published literature,,pendiente,
ACL,published material,,pendiente,
ACL,published research,,pendiente,
ACL,published work,,pendiente,
ACL,purchasing power,,pendiente,
ACL,qualitative analysis,,pendiente,
ACL,qualitative approach,,pendiente,
ACL,qualitative data,,pendiente,
ACL,qualitative method,,pendiente,
ACL,qualitative research,,pendiente,
ACL,qualitative study,,pendiente,
ACL,qualitatively different,,pendiente,
ACL,quantitative analysis,,pendiente,
ACL,quantitative approach,,pendiente,
ACL,quantitative data,,pendiente,
ACL,quantitative method,,pendiente,
ACL,quantitative research,,pendiente,
ACL,quantitative result,,pendiente,
ACL,quantitative study,,pendiente,
ACL,racial differences,,pendiente,
ACL,racial discrimination,,pendiente,
ACL,racial equality,,pendiente,
ACL,racial group,,pendiente,
ACL,racial stereotype,,pendiente,
ACL,radical change,,pendiente,
ACL,radical critique,,pendiente,
ACL,radical differences,,pendiente,
ACL,radical transformation,,pendiente,
ACL,radically different,,pendiente,
ACL,raise awareness,,pendiente,
ACL,random error,,pendiente,
ACL,random sample,,pendiente,
ACL,random variable,,pendiente,
ACL,rapid expansion,,pendiente,
ACL,rapidly changing,,pendiente,
ACL,rapidly growing,,pendiente,
ACL,raw data,,pendiente,
ACL,readily accessible,,pendiente,
ACL,readily available,,pendiente,
ACL,ready access,,pendiente,
ACL,real issue,,pendiente,
ACL,receive feedback,,pendiente,
ACL,receive information,,pendiente,
ACL,receive treatment,,pendiente,
ACL,recent decades,,pendiente,
ACL,recent evidence,,pendiente,
ACL,recent research,,pendiente,
ACL,recent study,,pendiente,
ACL,recent survey,,pendiente,
ACL,reciprocal relationship,,pendiente,
ACL,record data,,pendiente,
ACL,recurrent theme,,pendiente,
ACL,reduce emissions,,pendiente,
ACL,reduce stress,,pendiente,
ACL,reflective practice,,pendiente,
ACL,reflective question,,pendiente,
ACL,regional development,,pendiente,
ACL,regional differences,,pendiente,
ACL,regional variation,,pendiente,
ACL,regulatory agency,,pendiente,
ACL,regulatory framework,,pendiente,
ACL,related activity,,pendiente,
ACL,related area,,pendiente,
ACL,related aspect,,pendiente,
ACL,related factor,,pendiente,
ACL,related information,,pendiente,
ACL,related issue,,pendiente,
ACL,related problem,,pendiente,
ACL,related question,,pendiente,
ACL,related topic,,pendiente,
ACL,relative autonomy,,pendiente,
ACL,relative merits,,pendiente,
ACL,relative status,,pendiente,
ACL,relatively common,,pendiente,
ACL,relatively constant,,pendiente,
ACL,relatively few,,pendiente,
ACL,relatively high,,pendiente,
ACL,relatively little,,pendiente,
ACL,relatively low,,pendiente,
ACL,relatively minor,,pendiente,
ACL,relatively rare,,pendiente,
ACL,relatively recent,,pendiente,
ACL,relatively simple,,pendiente,
ACL,relatively stable,,pendiente,
ACL,relatively straightforward,,pendiente,
ACL,relevant data,,pendiente,
ACL,relevant factors,,pendiente,
ACL,relevant information,,pendiente,
ACL,relevant issue,,pendiente,
ACL,relevant literature,,pendiente,
ACL,relevant material,,pendiente,
ACL,reliable data,,pendiente,
ACL,reliable information,,pendiente,
ACL,religious belief,,pendiente,
ACL,religious faith,,pendiente,
ACL,religious freedom,,pendiente,
ACL,religious group,,pendiente,
ACL,religious identity,,pendiente,
ACL,religious movement,,pendiente,
ACL,religious practice,,pendiente,
ACL,remain constant,,pendiente,
ACL,remain stable,,pendiente,
ACL,remain unchanged,,pendiente,
ACL,remain unclear,,pendiente,
ACL,remarkably similar,,pendiente,
ACL,renewable energy,,pendiente,
ACL,renewed interest,,pendiente,
ACL,report data,,pendiente,
ACL,report findings,,pendiente,
ACL,representative government,,pendiente,
ACL,require consideration,,pendiente,
ACL,require knowledge,,pendiente,
ACL,require resources,,pendiente,
ACL,research effort,,pendiente,
ACL,research evidence,,pendiente,
ACL,research findings,,pendiente,
ACL,research methodology,,pendiente,
ACL,research topic,,pendiente,
ACL,respond appropriately,,pendiente,
ACL,revised edition,,pendiente,
ACL,revised version,,pendiente,
ACL,rich source,,pendiente,
ACL,rising cost,,pendiente,
ACL,risk assessment,,pendiente,
ACL,roughly equal,,pendiente,
ACL,roughly equivalent,,pendiente,
ACL,ruling class,,pendiente,
ACL,ruling party,,pendiente,
ACL,rural area,,pendiente,
ACL,rural community,,pendiente,
ACL,rural economy,,pendiente,
ACL,rural population,,pendiente,
ACL,rural society,,pendiente,
ACL,safe sex,,pendiente,
ACL,salient characteristic,,pendiente,
ACL,salient feature,,pendiente,
ACL,scarce resources,,pendiente,
ACL,schematic representation,,pendiente,
ACL,scholarly journal,,pendiente,
ACL,scholarly literature,,pendiente,
ACL,scholarly research,,pendiente,
ACL,scholarly work,,pendiente,
ACL,scientific community,,pendiente,
ACL,scientific discourse,,pendiente,
ACL,scientific evidence,,pendiente,
ACL,scientific investigation,,pendiente,
ACL,scientific method,,pendiente,
ACL,scientific objectivity,,pendiente,
ACL,scientific research,,pendiente,
ACL,scientific theory,,pendiente,
ACL,secondary data,,pendiente,
ACL,secondary education,,pendiente,
ACL,secondary source,,pendiente,
ACL,security policy,,pendiente,
ACL,seek help,,pendiente,
ACL,seek information,,pendiente,
ACL,seem appropriate,,pendiente,
ACL,seem obvious,,pendiente,
ACL,seem plausible,,pendiente,
ACL,seem unlikely,,pendiente,
ACL,seminal study,,pendiente,
ACL,seminal work,,pendiente,
ACL,senior management,,pendiente,
ACL,separate entity,,pendiente,
ACL,serious challenge,,pendiente,
ACL,serious consequences,,pendiente,
ACL,serious offence,,pendiente,
ACL,service sector,,pendiente,
ACL,severely affect,,pendiente,
ACL,sexual abuse,,pendiente,
ACL,sexual act,,pendiente,
ACL,sexual behaviour,,pendiente,
ACL,sexual contact,,pendiente,
ACL,sexual difference,,pendiente,
ACL,sexual exploitation,,pendiente,
ACL,sexual identity,,pendiente,
ACL,sexual intercourse,,pendiente,
ACL,sexual orientation,,pendiente,
ACL,sexual violence,,pendiente,
ACL,share information,,pendiente,
ACL,shared experience,,pendiente,
ACL,shared meaning,,pendiente,
ACL,shared values,,pendiente,
ACL,sharp contrast,,pendiente,
ACL,sharp distinction,,pendiente,
ACL,shift emphasis,,pendiente,
ACL,short duration,,pendiente,
ACL,short period,,pendiente,
ACL,show evidence,,pendiente,
ACL,show variation,,pendiente,
ACL,significant change,,pendiente,
ACL,significant contribution,,pendiente,
ACL,significant correlation,,pendiente,
ACL,significant development,,pendiente,
ACL,significant difference,,pendiente,
ACL,significant effect,,pendiente,
ACL,significant factor,,pendiente,
ACL,significant feature,,pendiente,
ACL,significant figures,,pendiente,
ACL,significant growth,,pendiente,
ACL,significant impact,,pendiente,
ACL,significant improvement,,pendiente,
ACL,significant increase,,pendiente,
ACL,significant influence,,pendiente,
ACL,significant interaction,,pendiente,
ACL,significant number,,pendiente,
ACL,significant part,,pendiente,
ACL,significant portion,,pendiente,
ACL,significant reduction,,pendiente,
ACL,significant relationship,,pendiente,
ACL,significant role,,pendiente,
ACL,significant shift,,pendiente,
ACL,significant variation,,pendiente,
ACL,significantly affect,,pendiente,
ACL,significantly higher,,pendiente,
ACL,significantly increase,,pendiente,
ACL,similar approach,,pendiente,
ACL,similar argument,,pendiente,
ACL,similar characteristics,,pendiente,
ACL,similar effect,,pendiente,
ACL,similar issue,,pendiente,
ACL,similar pattern,,pendiente,
ACL,similar properties,,pendiente,
ACL,similar result,,pendiente,
ACL,similar situation,,pendiente,
ACL,simple majority,,pendiente,
ACL,simplified version,,pendiente,
ACL,single currency,,pendiente,
ACL,single element,,pendiente,
ACL,single entity,,pendiente,
ACL,single individual,,pendiente,
ACL,single issue,,pendiente,
ACL,single source,,pendiente,
ACL,single variable,,pendiente,
ACL,skilled worker,,pendiente,
ACL,slightly different,,pendiente,
ACL,slightly higher,,pendiente,
ACL,slow process,,pendiente,
ACL,small fraction,,pendiente,
ACL,small minority,,pendiente,
ACL,small percentage,,pendiente,
ACL,small portion,,pendiente,
ACL,social activity,,pendiente,
ACL,social aspect,,pendiente,
ACL,social attitudes,,pendiente,
ACL,social background,,pendiente,
ACL,social behaviour,,pendiente,
ACL,social circumstances,,pendiente,
ACL,social conflict,,pendiente,
ACL,social consequences,,pendiente,
ACL,social construct,,pendiente,
ACL,social contact,,pendiente,
ACL,social context,,pendiente,
ACL,social democracy,,pendiente,
ACL,social dimension,,pendiente,
ACL,social environment,,pendiente,
ACL,social equality,,pendiente,
ACL,social exclusion,,pendiente,
ACL,social expectations,,pendiente,
ACL,social factors,,pendiente,
ACL,social function,,pendiente,
ACL,social identity,,pendiente,
ACL,social implications,,pendiente,
ACL,social inequality,,pendiente,
ACL,social institution,,pendiente,
ACL,social integration,,pendiente,
ACL,social interaction,,pendiente,
ACL,social isolation,,pendiente,
ACL,social mobility,,pendiente,
ACL,social movement,,pendiente,
ACL,social norm,,pendiente,
ACL,social organization,,pendiente,
ACL,social phenomenon,,pendiente,
ACL,social policy,,pendiente,
ACL,social reform,,pendiente,
ACL,social relationship,,pendiente,
ACL,social responsibility,,pendiente,
ACL,social setting,,pendiente,
ACL,social significance,,pendiente,
ACL,social status,,pendiente,
ACL,social structure,,pendiente,
ACL,social theory,,pendiente,
ACL,social transformation,,pendiente,
ACL,social trend,,pendiente,
ACL,social welfare,,pendiente,
ACL,socially acceptable,,pendiente,
ACL,socially desirable,,pendiente,
ACL,socially responsible,,pendiente,
ACL,socioeconomic status,,pendiente,
ACL,solar energy,,pendiente,
ACL,solar panel,,pendiente,
ACL,solar power,,pendiente,
ACL,solar system,,pendiente,
ACL,source material,,pendiente,
ACL,sovereign state,,pendiente,
ACL,special circumstances,,pendiente,
ACL,special emphasis,,pendiente,
ACL,special issue,,pendiente,
ACL,special relationship,,pendiente,
ACL,special status,,pendiente,
ACL,specific area,,pendiente,
ACL,specific aspect,,pendiente,
ACL,specific case,,pendiente,
ACL,specific characteristic,,pendiente,
ACL,specific context,,pendiente,
ACL,specific example,,pendiente,
ACL,specific factor,,pendiente,
ACL,specific feature,,pendiente,
ACL,specific focus,,pendiente,
ACL,specific form,,pendiente,
ACL,specific function,,pendiente,
ACL,specific information,,pendiente,
ACL,specific issue,,pendiente,
ACL,specific knowledge,,pendiente,
ACL,specific meaning,,pendiente,
ACL,specific needs,,pendiente,
ACL,specific problem,,pendiente,
ACL,specific purpose,,pendiente,
ACL,specific question,,pendiente,
ACL,specific reference,,pendiente,
ACL,specific sense,,pendiente,
ACL,specific type,,pendiente,
ACL,standard approach,,pendiente,
ACL,standard error,,pendiente,
ACL,standard format,,pendiente,
ACL,standard method,,pendiente,
ACL,stark contrast,,pendiente,
ACL,state explicitly,,pendiente,
ACL,state sector,,pendiente,
ACL,statistical analysis,,pendiente,
ACL,statistical data,,pendiente,
ACL,statistical information,,pendiente,
ACL,statistical method,,pendiente,
ACL,statistical significance,,pendiente,
ACL,statistical technique,,pendiente,
ACL,statistical test,,pendiente,
ACL,statistically significant,,pendiente,
ACL,store data,,pendiente,
ACL,store information,,pendiente,
ACL,strategic decision,,pendiente,
ACL,strategic importance,,pendiente,
ACL,strategic management,,pendiente,
ACL,strategic objective,,pendiente,
ACL,strategic planning,,pendiente,
ACL,stress level,,pendiente,
ACL,striking contrast,,pendiente,
ACL,striking example,,pendiente,
ACL,striking feature,,pendiente,
ACL,strong bond,,pendiente,
ACL,strong correlation,,pendiente,
ACL,strong emphasis,,pendiente,
ACL,strong evidence,,pendiente,
ACL,strong link,,pendiente,
ACL,strong reaction,,pendiente,
ACL,strong relationship,,pendiente,
ACL,strong tendency,,pendiente,
ACL,strongly agree,,pendiente,
ACL,strongly disagree,,pendiente,
ACL,strongly suggest,,pendiente,
ACL,structural adjustment,,pendiente,
ACL,structural change,,pendiente,
ACL,structural element,,pendiente,
ACL,structural feature,,pendiente,
ACL,structural properties,,pendiente,
ACL,subject area,,pendiente,
ACL,subsequent analysis,,pendiente,
ACL,subsequent chapter,,pendiente,
ACL,subsequent development,,pendiente,
ACL,subsequent study,,pendiente,
ACL,subsequent work,,pendiente,
ACL,substantial difference,,pendiente,
ACL,substantial evidence,,pendiente,
ACL,substantial number,,pendiente,
ACL,substantial part,,pendiente,
ACL,substantially different,,pendiente,
ACL,successful implementation,,pendiente,
ACL,sufficient condition,,pendiente,
ACL,sufficient detail,,pendiente,
ACL,sufficient evidence,,pendiente,
ACL,sufficient information,,pendiente,
ACL,sufficient resources,,pendiente,
ACL,superior performance,,pendiente,
ACL,supporting evidence,,pendiente,
ACL,survey data,,pendiente,
ACL,symbiotic relationship,,pendiente,
ACL,systematic analysis,,pendiente,
ACL,systematic approach,,pendiente,
ACL,systematic study,,pendiente,
ACL,tacit knowledge,,pendiente,
ACL,take initiative,,pendiente,
ACL,take into consideration,,pendiente,
ACL,take responsibility,,pendiente,
ACL,target audience,,pendiente,
ACL,teaching strategy,,pendiente,
ACL,technical aspect,,pendiente,
ACL,technical assistance,,pendiente,
ACL,technical detail,,pendiente,
ACL,technical expertise,,pendiente,
ACL,technical issue,,pendiente,
ACL,technical knowledge,,pendiente,
ACL,technical problem,,pendiente,
ACL,technical skill,,pendiente,
ACL,technical support,,pendiente,
ACL,technical term,,pendiente,
ACL,technological advances,,pendiente,
ACL,technological change,,pendiente,
ACL,technological development,,pendiente,
ACL,technological innovation,,pendiente,
ACL,technological progress,,pendiente,
ACL,test score,,pendiente,
ACL,textual analysis,,pendiente,
ACL,thematic analysis,,pendiente,
ACL,theoretical analysis,,pendiente,
ACL,theoretical approach,,pendiente,
ACL,theoretical basis,,pendiente,
ACL,theoretical concept,,pendiente,
ACL,theoretical debate,,pendiente,
ACL,theoretical framework,,pendiente,
ACL,theoretical issue,,pendiente,
ACL,theoretical model,,pendiente,
ACL,theoretical perspective,,pendiente,
ACL,theoretical study,,pendiente,
ACL,theoretical understanding,,pendiente,
ACL,theoretical work,,pendiente,
ACL,think differently,,pendiente,
ACL,thinking process,,pendiente,
ACL,third party,,pendiente,
ACL,thought process,,pendiente,
ACL,top management,,pendiente,
ACL,total income,,pendiente,
ACL,totally different,,pendiente,
ACL,traditional approach,,pendiente,
ACL,traditional culture,,pendiente,
ACL,traditional form,,pendiente,
ACL,traditional method,,pendiente,
ACL,traditional practice,,pendiente,
ACL,traditional research,,pendiente,
ACL,traditional society,,pendiente,
ACL,traditional value,,pendiente,
ACL,traditional view,,pendiente,
ACL,transferable skill,,pendiente,
ACL,transmit data,,pendiente,
ACL,transmit information,,pendiente,
ACL,transport system,,pendiente,
ACL,treat differently,,pendiente,
ACL,treat equally,,pendiente,
ACL,typical example,,pendiente,
ACL,ultimate goal,,pendiente,
ACL,undergo transformation,,pendiente,
ACL,underlying assumption,,pendiente,
ACL,underlying cause,,pendiente,
ACL,underlying principle,,pendiente,
ACL,underlying process,,pendiente,
ACL,underlying reason,,pendiente,
ACL,underlying structure,,pendiente,
ACL,undertake research,,pendiente,
ACL,undertake work,,pendiente,
ACL,unequal power,,pendiente,
ACL,unfair treatment,,pendiente,
ACL,unintended consequences,,pendiente,
ACL,unique individual,,pendiente,
ACL,unique opportunity,,pendiente,
ACL,unique position,,pendiente,
ACL,unlimited access,,pendiente,
ACL,unskilled worker,,pendiente,
ACL,urban area,,pendiente,
ACL,urban centre,,pendiente,
ACL,urban design,,pendiente,
ACL,urban development,,pendiente,
ACL,urban environment,,pendiente,
ACL,use criteria,,pendiente,
ACL,use effectively,,pendiente,
ACL,use resources,,pendiente,
ACL,use sparingly,,pendiente,
ACL,use statistics,,pendiente,
ACL,useful information,,pendiente,
ACL,useful material,,pendiente,
ACL,useful means,,pendiente,
ACL,useful source,,pendiente,
ACL,useful summary,,pendiente,
ACL,useful tool,,pendiente,
ACL,valid argument,,pendiente,
ACL,valuable information,,pendiente,
ACL,valuable resources,,pendiente,
ACL,various aspects,,pendiente,
ACL,vary considerably,,pendiente,
ACL,vary greatly,,pendiente,
ACL,vary significantly,,pendiente,
ACL,vary widely,,pendiente,
ACL,varying degree,,pendiente,
ACL,vast area,,pendiente,
ACL,vast majority,,pendiente,
ACL,vast number,,pendiente,
ACL,verbal communication,,pendiente,
ACL,verbal language,,pendiente,
ACL,vested interest,,pendiente,
ACL,virtual community,,pendiente,
ACL,virtually impossible,,pendiente,
ACL,visual image,,pendiente,
ACL,visual media,,pendiente,
ACL,visual perception,,pendiente,
ACL,visual representation,,pendiente,
ACL,vital part,,pendiente,
ACL,vital role,,pendiente,
ACL,vulnerable group,,pendiente,
ACL,welfare reform,,pendiente,
ACL,well aware,,pendiente,
ACL,well designed,,pendiente,
ACL,well educated,,pendiente,
ACL,well received,,pendiente,
ACL,western democracy,,pendiente,
ACL,western society,,pendiente,
ACL,western tradition,,pendiente,
ACL,whole area,,pendiente,
ACL,whole period,,pendiente,
ACL,wide area,,pendiente,
ACL,wide variation,,pendiente,
ACL,widely available,,pendiente,
ACL,widely different,,pendiente,
ACL,widely read,,pendiente,
ACL,widely shared,,pendiente,
ACL,wider audience,,pendiente,
ACL,wider community,,pendiente,
ACL,wider context,,pendiente,
ACL,wider implications,,pendiente,
ACL,wider issue,,pendiente,
ACL,wider public,,pendiente,
ACL,wider society,,pendiente,
ACL,widespread acceptance,,pendiente,
ACL,widespread belief,,pendiente,
ACL,widespread support,,pendiente,
ACL,widespread use,,pendiente,
ACL,work effectively,,pendiente,
ACL,written comment,,pendiente,
ACL,written communication,,pendiente,
ACL,written statement,,pendiente,
ACL,younger generation,,pendiente,
NAWL,abdominal,,pendiente,
NAWL,absorb,b2,pendiente,
NAWL,acceleration,,pendiente,
NAWL,accent,b2,pendiente,
NAWL,accumulate,c1,pendiente,
NAWL,accuracy,b2,pendiente,
NAWL,accurately,b2,pendiente,
NAWL,acid,c1,pendiente,
NAWL,acidic,,pendiente,
NAWL,activate,b2,pendiente,
NAWL,actively,b2,pendiente,
NAWL,acute,c1,pendiente,
NAWL,adaptation,c1,pendiente,
NAWL,adaptive,,pendiente,
NAWL,adjacent,c1,pendiente,
NAWL,admission,c1,pendiente,
NAWL,adolescent,c1,pendiente,
NAWL,adverse,c1,pendiente,
NAWL,aerosol,,pendiente,
NAWL,aesthetic,c1,pendiente,
NAWL,affirm,,pendiente,
NAWL,afterward,b1,pendiente,
NAWL,aggregate,,pendiente,
NAWL,agriculture,b2,pendiente,
NAWL,airplane,a1,pendiente,
NAWL,algebra,,pendiente,
NAWL,algorithm,,pendiente,
NAWL,alien,c1,pendiente,
NAWL,alliance,c1,pendiente,
NAWL,allocate,c1,pendiente,
NAWL,allocation,c1,pendiente,
NAWL,altitude,b2,pendiente,
NAWL,aluminum,b2,pendiente,
NAWL,amino,,pendiente,
NAWL,amongst,b2,pendiente,
NAWL,amplitude,,pendiente,
NAWL,analogy,c1,pendiente,
NAWL,ancestor,b2,pendiente,
NAWL,anthropology,,pendiente,
NAWL,anti,b1,pendiente,
NAWL,antibiotic,,pendiente,
NAWL,antibody,,pendiente,
NAWL,antiquity,,pendiente,
NAWL,appendix,,pendiente,
NAWL,applause,b1,pendiente,
NAWL,apple,a1,pendiente,
NAWL,approximate,b2,pendiente,
NAWL,approximation,,pendiente,
NAWL,arbitrary,c1,pendiente,
NAWL,archaeology,,pendiente,
NAWL,architect,a2,pendiente,
NAWL,array,c1,pendiente,
NAWL,arrow,b2,pendiente,
NAWL,articulate,c1,pendiente,
NAWL,artifact,,pendiente,
NAWL,artificial,b2,pendiente,
NAWL,artistic,b2,pendiente,
NAWL,artwork,b2,pendiente,
NAWL,aspect,b2,pendiente,
NAWL,assembly,c1,pendiente,
NAWL,assert,c1,pendiente,
NAWL,assignment,b1,pendiente,
NAWL,athletic,b1,pendiente,
NAWL,atom,a2,pendiente,
NAWL,atomic,b1,pendiente,
NAWL,auction,b2,pendiente,
NAWL,audio,b2,pendiente,
NAWL,audit,c1,pendiente,
NAWL,authority,b1,pendiente,
NAWL,autonomy,c1,pendiente,
NAWL,availability,c1,pendiente,
NAWL,axiom,,pendiente,
NAWL,axis,b2,pendiente,
NAWL,backward,b2,pendiente,
NAWL,bacteria,b2,pendiente,
NAWL,bacterial,,pendiente,
NAWL,bang,b1,pendiente,
NAWL,bargain,b2,pendiente,
NAWL,barrel,c1,pendiente,
NAWL,basin,b1,pendiente,
NAWL,bat,b2,pendiente,
NAWL,beam,c1,pendiente,
NAWL,behavioral,,pendiente,
NAWL,bilingual,b1,pendiente,
NAWL,binary,,pendiente,
NAWL,biodiversity,,pendiente,
NAWL,biologist,,pendiente,
NAWL,biology,a2,pendiente,
NAWL,bizarre,c1,pendiente,
NAWL,blank,a2,pendiente,
NAWL,bleed,c1,pendiente,
NAWL,bodily,,pendiente,
NAWL,bonus,c1,pendiente,
NAWL,bound,b2,pendiente,
NAWL,bracket,b2,pendiente,
NAWL,breakdown,c1,pendiente,
NAWL,broadly,b2,pendiente,
NAWL,bubble,b1,pendiente,
NAWL,bucket,a1,pendiente,
NAWL,bulk,c1,pendiente,
NAWL,bullet,b2,pendiente,
NAWL,bundle,,pendiente,
NAWL,calcium,,pendiente,
NAWL,calculation,c1,pendiente,
NAWL,calculator,b1,pendiente,
NAWL,calculus,,pendiente,
NAWL,campus,b1,pendiente,
NAWL,candidate,b1,pendiente,
NAWL,capillary,,pendiente,
NAWL,capitalism,c1,pendiente,
NAWL,capitalist,c1,pendiente,
NAWL,carrier,,pendiente,
NAWL,cattle,c1,pendiente,
NAWL,censor,,pendiente,
NAWL,characterization,,pendiente,
NAWL,cheat,b1,pendiente,
NAWL,cheer,b2,pendiente,
NAWL,chemistry,a2,pendiente,
NAWL,chemotherapy,b2,pendiente,
NAWL,chess,a2,pendiente,
NAWL,chloride,,pendiente,
NAWL,chromosome,,pendiente,
NAWL,chronic,c1,pendiente,
NAWL,chunk,c1,pendiente,
NAWL,cinema,a1,pendiente,
NAWL,circa,,pendiente,
NAWL,circulate,c1,pendiente,
NAWL,circulation,c1,pendiente,
NAWL,civilization,b2,pendiente,
NAWL,clarify,b2,pendiente,
NAWL,classification,c1,pendiente,
NAWL,classify,b2,pendiente,
NAWL,classroom,a1,pendiente,
NAWL,clay,,pendiente,
NAWL,clever,a2,pendiente,
NAWL,click,b1,pendiente,
NAWL,client,b1,pendiente,
NAWL,clinic,b2,pendiente,
NAWL,clip,b2,pendiente,
NAWL,clone,a2,pendiente,
NAWL,closure,c1,pendiente,
NAWL,clue,b1,pendiente,
NAWL,coefficient,,pendiente,
NAWL,cognitive,c1,pendiente,
NAWL,coherent,b2,pendiente,
NAWL,collective,c1,pendiente,
NAWL,colonial,c1,pendiente,
NAWL,colony,b2,pendiente,
NAWL,comma,b1,pendiente,
NAWL,commentary,c1,pendiente,
NAWL,commodity,c1,pendiente,
NAWL,commonly,b2,pendiente,
NAWL,communicative,b2,pendiente,
NAWL,communist,c1,pendiente,
NAWL,compact,,pendiente,
NAWL,comparable,c1,pendiente,
NAWL,comparative,b2,pendiente,
NAWL,compensate,c1,pendiente,
NAWL,competence,c1,pendiente,
NAWL,competent,c1,pendiente,
NAWL,complement,c1,pendiente,
NAWL,complication,c1,pendiente,
NAWL,comply,c1,pendiente,
NAWL,composer,b2,pendiente,
NAWL,composite,,pendiente,
NAWL,comprehension,b2,pendiente,
NAWL,computation,,pendiente,
NAWL,conceive,c1,pendiente,
NAWL,conception,c1,pendiente,
NAWL,conceptual,,pendiente,
NAWL,conditional,,pendiente,
NAWL,conduction,,pendiente,
NAWL,cone,b2,pendiente,
NAWL,conference,a2,pendiente,
NAWL,configuration,c1,pendiente,
NAWL,confine,c1,pendiente,
NAWL,confound,,pendiente,
NAWL,congruent,,pendiente,
NAWL,connector,,pendiente,
NAWL,connotation,,pendiente,
NAWL,conscious,b2,pendiente,
NAWL,consciousness,c1,pendiente,
NAWL,consensus,c1,pendiente,
NAWL,consent,c1,pendiente,
NAWL,conservation,b2,pendiente,
NAWL,conserve,c1,pendiente,
NAWL,consonant,b1,pendiente,
NAWL,constitution,c1,pendiente,
NAWL,constrain,,pendiente,
