# CEFR-J / English Profile (dataset Maximax67, derivado de CEFR-J + frecuencia).
# Solo palabra+nivel (dato factual). Tapa huecos de banda y extiende escala.
# Oxford 5000 tiene precedencia en el rastreador; esto rellena lo que Oxford no trae.
word,cefr
enterprise,b2
entertain,b1
entertainer,b1
entertaining,b2
entertainment,a2
enthusiasm,b1
enthusiast,b1
enthusiastic,b1
enthusiastically,b2
entire,b1
entirely,b1
entitle,b2
entrance,a2
entrepreneur,b2
entry,b1
envelope,a2
environment,b2
environmental,b1
environmentalist,b1
environmentally,b2
envy,a2
episode,a2
equal,b1
equality,b1
equally,b1
equation,b2
equip,b2
equipment,b1
equity,b2
era,b1
erect,b2
error,a2
erupt,b2
eruption,b2
escalator,a2
escape,a2
especially,a2
essay,a2
essayist,b2
essence,b1
essential,b1
essentially,b2
establish,a2
establishment,b1
estate,b2
estimate,b1
estimated,b2
eternal,b1
eternally,b2
eternity,b1
ethic,b2
ethnic,b2
euro,a2
evacuate,b2
evacuation,b2
evaluate,b2
evaluation,b2
even,a2
evening,a1
evenly,b1
event,a1
eventually,b1
ever,a2
everlasting,b2
every,a1
everybody,a1
everyday,a1
everyone,a1
everything,a1
everywhere,a1
evidence,a2
evident,b1
evidently,b2
evil,b2
evolution,b2
evolve,b2
exact,b1
exactly,a2
exactness,b2
exaggerate,b2
exaggeration,b2
exalt,b2
exam,a2
examination,b1
examine,b1
examinee,b2
examiner,b1
example,a1
exceed,b2
excel,b2
excellence,b1
excellent,a1
except,a2
exception,b2
exceptional,b2
exceptionally,b2
excess,b1
excessive,b2
exchange,a2
excited,a1
excitedly,b1
excitement,b1
exciting,a1
exclaim,b2
exclude,b2
exclusion,b2
exclusive,b1
exclusively,b2
excursion,b2
excuse,a1
execute,b2
execution,b2
executive,b2
exercise,a1
exhaust,b2
exhausted,b1
exhausting,b2
exhaustion,b2
exhibit,b2
exhibition,a2
exile,b2
exist,a2
existence,b1
existing,b2
exit,b1
exotic,b2
expand,b1
expansion,b2
expect,a2
expectation,b2
expected,b2
expedition,b2
expense,b1
expensive,a1
experience,a2
experienced,b1
experiment,b1
expert,a2
explain,a2
explanation,a2
explode,b2
exploit,b2
exploration,b1
explore,a2
explorer,b2
explosion,b1
explosive,b2
export,b2
expose,b1
express,a2
expression,a2
expressive,b2
exquisite,b2
extend,b1
extension,b2
extensive,b2
extensively,b1
extent,b1
external,b2
extinct,b1
extinction,b1
extra,a2
extract,b2
extraordinarily,b2
extraordinary,b1
extreme,b1
extremely,a2
exultant,b2
eye,a1
eyebrow,b2
eyelash,b2
eyelid,b2
eyesight,b1
fabric,b2
fabulous,b2
face,a1
face-to-face,b1
facilitate,b2
facilities,b2
facility,b1
fact,a2
factor,b2
factory,a1
faculty,b2
fade,b1
fail,a2
failure,b1
faint,b1
fair,a1
fairly,a2
fairy,a1
faith,b2
faithful,b1
fake,b1
fall,a2
fallen,b1
false,a1
falter,b2
fame,b2
familiar,a2
familiarise,b2
familiarize,b2
family,a1
famous,a1
fan,a1
fancy,a2
fantastic,a2
fantastically,b2
fantasy,b1
far,a2
faraway,b1
fare,a2
farewell,b1
farm,a1
farmer,a1
farming,b1
farmland,b1
farther,b1
farthest,b1
fascinate,b1
fascinated,b2
fascinating,a2
fascination,b2
fashion,a2
fashionable,b1
fast,a1
fasten,b1
fat,a1
fatal,b2
fate,b2
father,a1
father-in-law,b2
fault,a2
faulty,b2
favor,a2
favorable,b1
favorite,a1
favour,a2
favourable,b1
favourite,a1
fax,b1
fear,a2
fearsome,b2
feast,b1
feat,b2
feather,a2
feature,a2
february,a1
federal,b2
fee,a2
feed,a1
feedback,b2
feel,a1
feeling,a1
fellow,b1
female,a2
fence,a2
ferry,b1
ferryboat,b2
festival,a1
festive,b1
fetch,b1
fever,a1
feverishly,b1
few,a2
fiber,b2
fibre,b2
fiction,a2
fictional,b2
field,a1
fierce,b2
fifteen,a1
fifth,b1
fifty,a1
fight,a1
fighter,a2
fighting,b2
figurative,b2
figure,a2
file,a1
filial,b2
fill,a1
filling,b1
film,a2
film-maker,b1
filter,b1
final,a2
finally,a2
finance,b1
financial,b1
financially,b2
find,a1
finding,b1
fine,a1
finely,b2
finger,b1
fingernail,b2
finish,a1
fire,a1
firearm,b2
firefighter,b1
fireplace,b2
firework,b1
firm,b1
firmly,b1
firmness,b2
first,a1
first-floor,b1
firstly,b2
fiscal,b2
fish,a1
fisherman,a2
fishing,a1
fit,a2
fitness,b1
five,a1
fix,a2
fixed,b2
flag,a1
flame,b2
flap,b2
flash,b1
flat,a1
flavor,b1
flavour,b1
flaw,b2
flawless,b2
flax,b2
flea,a2
flee,b2
fleet,b2
flesh,b2
flexibility,b2
flexible,b2
flexibly,b2
flight,a2
flip,b2
float,a2
flock,b1
flood,a2
floor,a1
flour,a2
flow,b1
flower,a1
flu,b1
fluency,b2
fluent,b1
fluently,b1
fluid,b2
flunk,b1
flute,b1
flutter,b2
fly,a1
focus,a1
fog,a2
foggy,a1
fold,b1
folder,a2
folk,b1
follow,a2
follower,b2
following,a1
folly,b2
fond,b1
fondly,b2
fondness,b1
food,a1
fool,a2
foolish,b1
foolishly,b2
foot,b1
football,a1
footballer,a2
footnote,b2
for,a1
forbid,a2
forbidden,b1
force,a2
forcefully,b2
forecast,b1
forehead,b1
foreign,a1
foreigner,a1
foreman,b2
foresee,b2
forest,a2
forestry,b2
forever,a2
forget,a1
forgive,b1
fork,a2
form,a1
formal,b1
formally,b1
format,b1
formation,b2
former,b1
formerly,b2
formidable,b2
formula,b1
forth,b1
forthcoming,b2
fortnight,b1
fortunate,b1
fortunately,a2
fortune,a2
forty,a1
forward,a2
forwards,a2
foul,b2
found,b2
foundation,b1
fountain,b1
four,a1
fourteen,a1
fox,b2
fragment,b1
fragrance,b2
frame,a2
frank,a2
frankly,b2
frantically,b2
fraud,b2
freak,b2
free,a1
freedom,a2
freely,b1
freeze,a2
freezer,b1
freezing,b1
frequency,b1
frequent,b1
frequently,b1
fresh,a2
freshman,b1
friday,a1
fridge,a2
fried,a2
friend,a1
friendliness,b1
friendly,b2
friendship,a2
frigate,b2
fright,b1
frighten,a2
frightened,a2
frightening,a2
frog,a1
from,a1
front,a1
frontier,b2
frost,b1
frozen,b1
frugal,b2
fruit,a1
frustrated,b1
frustration,b1
fry,a2
fuel,b1
fulfil,b2
fulfill,b2
full,a1
full-time,b1
fully,a2
fume,b2
fun,a1
function,a2
functional,b2
functionality,b2
fund,b1
fundamental,b2
funeral,b1
funk,b2
funky,b2
funny,a1
fur,b1
furious,b2
furiously,b2
furnish,b1
furniture,a2
furor,b2
furore,b2
further,a2
furthermore,b1
furthest,b1
fuss,b1
future,a1
gaiety,b2
gain,b1
gall,b1
gallery,a2
gallon,b1
gambling,b2
game,a1
gang,b2
gangster,b2
gaol,b1
gap,b1
garage,a2
garbage,a1
garden,a1
gardener,b2
gardening,b1
garlic,a2
garment,b1
gas,a2
gasp,b2
gate,a2
gateway,b2
gather,a2
gaudy,b2
gay,b1
gaze,b2
gear,b2
gee,b1
gender,a2
gene,b1
general,b1
generalisation,b2
generalise,b2
generalization,b2
generalize,b2
generally,b1
generate,b1
generation,a2
generosity,b2
generous,b1
generously,b2
genetic,b1
genetically,b1
genetics,b1
genius,b2
genre,b2
gentle,a2
gentleman,b1
gently,b2
genuine,b2
genuinely,b2
geographic,b2
geographical,b1
geography,b1
geology,b1
germ,b2
gesture,b1
get,a1
getaway,b2
ghetto,b2
ghost,a1
giant,b1
gift,a1
gifted,b1
giggle,b1
ginger,b1
giraffe,b1
girl,a1
girlfriend,a1
give,a1
giveaway,b2
given,a2
glacis,b2
glad,a1
glamorous,b2
glamourous,b2
glance,b1
glare,b2
glass,a1
glasses,a1
gleam,b2
glee,b2
glide,b1
glimpse,b1
glint,b1
global,b1
globally,b2
globe,a2
glocal,b2
gloomy,b2
glorify,b2
glorious,b1
glory,b1
glove,a2
glow,b2
go,a1
goal,a1
goalkeeper,b1
goat,b2
god,b2
goddess,b1
godly,b2
gold,a1
golden,a2
golf,a2
golfer,b1
good,a1
good-looking,a2
goodness,b1
goods,b1
goodwill,b2
gook,b2
gorge,b2
gorgeous,b1
gorilla,b1
gossip,b1
govern,b1
government,a2
governmental,b2
governor,b1
gown,b1
grab,b1
grace,a2
graceful,b1
gracefulness,b2
grade,a1
gradual,b2
gradually,a2
graduate,a2
graduation,b1
grain,b2
gram,a2
grammar,a1
gramme,a2
grand,b2
grandchild,a2
granddad,a2
granddaughter,a2
grandfather,a1
grandma,a1
grandmother,a1
grandpa,a1
grandparent,a1
grandson,a2
granny,a2
grant,b1
grape,a1
graph,b1
graphic,b1
graphically,b2
graphics,b1
grasp,b2
grass,a1
grateful,a2
gratitude,b1
grave,b1
gravestone,b2
gravitation,b2
gravy,b1
gray,a1
great,a1
greatly,a2
greatness,b2
greedy,a2
green,a1
greenhouse,b1
greet,a1
greeting,b1
grey,a1
grief,b2
grieve,b2
grill,b1
grilled,a2
grim,b2
grin,b2
grip,b2
groom,b1
gross,b2
ground,a1
group,a1
grouping,b1
grow,a1
growing,b2
grown-up,b2
growth,b1
guarantee,b1
guard,a2
guerrilla,b2
guess,a1
guest,a1
guidance,b1
guide,b1
guidebook,a2
guideline,b2
guilt,b1
guilty,b1
guitar,a1
guitarist,b1
gulp,b2
gum,b2
gun,a2
gunshot,b2
guts,b2
guy,a1
gym,b1
gymnastic,b2
gymnastics,b1
habit,a1
habitant,b2
habitat,b1
had,a1
hail,b2
hair,a1
haircut,a1
hairdresser,b1
hairdryer,b1
hairy,b2
half,a1
half-price,a2
hall,a1
ham,a2
hamburger,a1
hammer,b1
hand,a1
hand-held,b1
handbag,a2
handball,b1
handicap,b2
handicapped,a2
handicraft,b2
handkerchief,b1
handle,a2
handout,b2
handrail,b2
handshake,b1
handsome,a1
handwriting,b1
handy,b1
hang,b1
hanging,b1
happen,a1
happily,a2
happiness,a2
happy,a1
harbor,b1
harbour,b1
hard,a1
hard-working,b1
hardly,a2
hardship,b1
hardware,b2
harm,a2
harmful,a2
harmless,b2
harmony,a2
harness,b1
harrow,b2
harvest,a2
has,a1
haste,b2
hastily,b2
hasty,b1
hat,a1
hatch,b1
hatching,b2
hate,a2
hatred,b1
haunt,b1
haunting,b2
have,a1
haven,b1
having,a1
hay,b2
hazard,b1
hazardous,b2
he,a1
head,a1
headache,a1
headline,b1
headphone,a2
headquarters,b2
headteacher,a2
heal,b1
healing,b1
health,a1
healthy,a1
heap,b2
hear,a1
hearing,b1
heart,a1
heart-warming,b2
heartbreaking,b2
hearted,b1
heartwarming,b2
hearty,b1
heat,a2
heater,b1
heating,a2
heaven,b1
heavenly,b1
heavily,a2
heavy,a1
hedge,b2
heel,b1
height,b1
helicopter,b2
hell,b2
hello,a1
helmet,b1
help,a1
helper,b2
helpful,a2
helpless,b1
hemp,b2
her,a1
herb,b2
herd,b1
here,a1
heritage,b2
hero,a2
hers,a1
herself,a2
hesitate,b1
hesitation,b2
hey,a2
hi,a1
hi-tech,b2
hidden,b1
hide,a1
high,a1
high-tech,b2
highlight,b1
highly,b1
highway,a2
hijack,b2
hike,a2
hiking,a2
hilarious,b2
hill,a1
him,a1
himself,a2
hint,b2
hip,b1
hip-hop,a2
hiphop,a2
hire,b1
his,a1
historian,b1
historic,b1
historical,b1
history,a1
hit,a2
hiv,b1
hobby,a1
hockey,a2
hold,a1
holder,b2
hole,a1
holiday,a1
hollow,b2
holocaust,b2
holy,b1
home,a1
homeless,b1
hometown,a1
homeward,b2
homework,a1
hone,b2
honest,b1
honestly,b1
honesty,b1
honey,a2
honeymoon,b1
honor,a2
honorable,b2
honour,a2
honourable,b2
hood,b2
hook,b2
hop,b1
hope,a1
hopeful,b1
hopefully,b1
hopeless,b1
horizon,b1
horn,b1
horrible,b1
horrify,b1
horror,a2
horse,a1
hospice,b2
hospitable,b2
hospital,a1
hospitalise,b2
hospitality,b2
hospitalize,b2
host,a2
hostel,b1
hot,a1
hotel,a1
hour,a1
hourly,b2
house,a1
household,b1
housekeeper,b2
housemaster,b2
housewife,b2
housework,b1
hover,b2
how,a1
however,a2
hug,a2
huge,b1
hugely,b2
human,a2
humane,b2
humanise,b2
humanist,b2
humanity,b1
humanize,b2
humble,b2
humbug,b2
humid,b1
humiliate,b2
humiliating,b2
humiliation,b2
humor,b1
humorous,b1
humour,b1
hundred,a2
hunger,b1
hungry,a1
hunt,b1
hunter,a2
hunting,b2
hurriedly,b1
hurry,a1
hurt,a1
husband,a1
hush,b2
hut,b1
hybrid,b2
hygiene,b2
hyperbole,b2
hyphen,b2
i,a1
ice,a1
iceman,b2
icon,b2
icy,b2
id,a2
idea,a1
ideal,a1
ideally,b2
identical,b2
identification,b2
identify,b2
identity,b1
ideology,b2
idiom,b1
idiot,b2
idle,b2
idol,b1
idolise,b2
idolize,b2
if,a1
ignorance,b2
ignorant,b2
ignore,b1
ill,a2
illegal,a2
illegally,b1
illness,b1
illuminate,b1
illustrate,b2
illustration,b2
image,a2
imagery,b2
imaginary,b1
imagination,a2
imagine,a1
imitate,b1
imitation,b2
immediate,b1
immediately,b1
immerse,b2
immigrant,b2
immigrate,b1
immigration,b1
immoral,b2
immortal,b2
immortality,b2
impact,a2
impair,b1
impartial,b2
impatient,a2
impatiently,b2
imperative,b2
impermanent,b2
implement,b2
implication,b2
imply,b2
impolite,b2
impolitely,b2
import,b2
importance,a2
important,a1
importantly,a2
impose,b2
impossibility,b2
impossible,a2
impractical,b2
impress,a2
impressed,b2
impression,b1
impressionism,b2
impressionist,b2
impressive,b1
imprison,b2
imprisonment,b2
improbable,b2
improper,b1
improperly,b2
improve,a2
improved,b2
improvement,b1
impulse,b2
impulsive,b2
in,a1
inaccurate,b2
inadequate,b2
inanimate,b2
inborn,b2
incense,b2
incentive,b2
inch,a2
incident,b1
include,a2
including,b1
income,b1
inconvenient,b1
incorrect,b1
increase,a2
increasingly,b1
incredible,b1
incredibly,b1
incur,b2
incurable,b2
indebted,b2
indeed,a2
indent,b2
independence,a2
independent,b1
independently,b2
indescribable,b2
index,b2
indicate,a2
indifferent,b2
indignity,b2
indirect,b1
indirectly,b1
indispensable,b2
individual,b1
indoor,a2
indoors,b1
indulge,b2
indulgent,b2
industrial,b1
industrialise,b2
industrialize,b2
industry,b1
ineffective,b2
inert,b2
inevitable,b1
inexpensive,a2
inexperienced,b2
infant,b2
infect,b2
infected,b2
infection,b1
infectious,b2
infer,b2
inference,b2
infinitive,b1
inflammation,b2
inflammatory,b2
inflate,b2
inflation,b2
influence,a2
influential,b2
influenza,b2
inform,b1
informal,b2
information,a1
informative,b1
infringe,b2
infringement,b2
ingredient,b1
inhabit,b2
inhabitant,b1
inhale,b1
inherit,b2
initial,b1
initially,b1
initiative,b2
inject,b1
injection,b2
injure,a2
injured,b2
injury,b1
ink,b1
innate,b2
inner,a2
innermost,b1
innocent,b1
innocently,b2
innovation,b2
innovative,b2
innovator,b1
input,b2
inquire,b2
inquiry,b1
insane,b1
inscribe,b1
inscription,b1
insect,a2
inseparable,b2
inside,a1
insight,b1
insist,b1
inspect,b2
inspection,b1
inspector,b2
inspiration,a2
inspirational,b2
inspire,b1
instal,b1
install,b1
instance,b1
instant,a2
instantly,b2
instead,a2
instil,b2
instill,b2
instinct,b2
institute,b1
institution,b2
instruct,b2
instruction,b1
instructor,b1
instrument,a2
insufficient,b2
insult,b2
insurance,b1
integrate,b2
intellectual,b2
intelligence,a2
intelligent,a2
intend,b1
intense,b1
intensive,b1
intent,b2
intention,b1
intentionally,b1
interact,b1
interaction,b1
interactive,b2
interest,a2
interested,a1
interesting,a1
interfere,b2
interior,b2
intermediate,b1
intermission,b1
internal,b1
international,a2
internationally,b1
internet,a1
interpersonal,b2
interpret,b2
interpretation,b2
interpreter,b2
interrupt,b1
interruption,b2
intersection,b2
interval,b1
interview,a1
interviewee,b1
interviewer,a1
intimate,b2
into,a1
intransitive,b2
intravenous,b2
introduce,a1
introduction,b1
intrude,b2
intruder,b2
intrusion,b2
invade,a2
invariable,b2
invariably,b2
invasion,b1
invent,a2
invention,a2
inventor,b2
invest,b1
investigate,b2
investigation,b1
investigator,b2
investment,b2
investor,b2
invisible,b2
invitation,b1
invite,a2
invitingly,b2
invoke,b2
involuntarily,b1
involve,b1
involved,b1
involvement,b2
iron,b1
ironically,b2
ironing,b1
irrational,b2
irregular,b1
irresistible,b2
irresistibly,b2
irresponsible,b2
irritate,b1
irritated,b2
irritating,b2
irritation,b2
is,a1
island,a1
islander,b2
isle,b1
isolation,b1
issue,a2
it,a1
italicise,b2
italicize,b2
itch,b2
item,a1
its,a1
itself,a2
ivory,b1
jacket,a1
jade,b1
jail,b1
jam,a2
january,a1
jar,b1
jaw,b2
jazz,b1
jealous,b1
jealously,b2
jeans,a1
jelly,a2
jeopardise,b2
jeopardize,b2
jet,a1
jewel,b1
jeweler,b2
jeweller,b2
jewellery,a1
jewelry,a1
job,a1
jog,b1
jogging,b1
join,a1
joint,b1
joke,a2
journal,b1
journalism,b2
journalist,b1
journey,a2
joy,a2
judge,a1
judgement,b1
judgment,b1
judo,b2
jug,b1
juice,a1
juicy,b1
july,a1
jump,a1
jumper,b1
june,a1
jungle,b1
junior,a2
junk,a2
juror,b2
jury,b2
just,a1
justice,b1
justify,b2
kangaroo,b2
karaoke,b2
keen,b2
keep,a1
keeper,b2
kerosene,b2
kettle,b1
key,a1
keyboard,b1
keystroke,b2
kick,a1
kid,a1
kill,a1
killer,a2
killing,b1
kilo,a2
kilogram,a2
kilogramme,a2
kilometer,a2
kilometre,a2
kind,a1
kindly,a2
kindness,b1
king,a1
kingdom,a2
kiss,a1
kit,a2
kitchen,a1
kite,a1
kitten,b1
knee,a1
kneel,b2
knife,a1
knit,b1
knock,a2
knot,b2
know,a1
knowingly,b2
knowledge,a2
known,b2
lab,b1
label,b2
labor,a2
laboratory,b1
laborer,b2
labour,a2
labourer,b2
lack,a2
ladder,b1
lady,a1
lake,a2
lamb,b1
lame,b2
lamp,a2
lance,b2
land,a2
landing,b2
landlady,b2
landlord,b1
landscape,a2
landslide,b2
lane,a2
language,a1
lap,b2
laptop,b2
large,a1
largely,b1
lark,b2
laser,b2
last,a2
last-minute,b2
lasting,b1
lastly,b2
late,a1
latecomer,b1
lately,b1
later,a1
latest,a2
latter,a2
laugh,a1
laughter,b1
launch,b1
laundry,b2
lava,b2
law,a2
lawful,b1
lawmaker,b2
lawn,b2
lawsuit,b2
lawyer,a2
lay,b1
layabout,b2
layer,b1
laziness,a2
lazy,a1
lead,a2
leader,a1
leadership,b1
leading,b1
leaf,a1
leaflet,b2
league,b1
leak,b2
lean,b1
leap,b1
learn,a1
learner,a2
learning,b2
lease,b2
leash,b2
least,a2
leather,a2
leave,a1
lecture,b1
lecturer,b2
leek,b2
left,a1
left-hand,a2
leg,a1
legal,b1
legally,b1
legend,b2
legendary,b2
legislate,b2
legislation,b2
legislative,b2
legislator,b2
legislature,b2
legitimate,b2
leisure,a2
leisurely,b2
lemon,a2
lemonade,a2
lend,a2
length,b1
lengthen,b2
lengthy,b2
leopard,b2
less,a2
lessen,b1
lesson,a1
lest,b2
let,a1
letter,a1
lettuce,b1
level,a2
liar,b1
liberal,b2
liberate,b1
liberation,b1
liberty,a2
librarian,b1
library,a1
licence,a2
license,a2
lick,b2
lid,b2
lie,a2
life,a1
lifeguard,b1
lifeless,b2
lifelong,b1
lifestyle,a2
lifetime,b2
lift,b1
light,a1
lighten,b2
lighter,b1
lighting,b2
lightly,b1
lightning,b1
like,a1
likely,a2
likeness,b1
likewise,b2
lily,a1
limb,b2
limit,b1
limitation,b1
limited,b1
limp,b1
line,a1
linen,b2
liner,b2
ling,b2
linger,b2
link,b1
lion,a1
lip,a2
liquid,b1
list,a1
listen,a1
listener,b2
liter,a2
literal,b2
literally,b2
literary,b1
literature,b1
litre,a2
litter,b2
little,a1
live,a1
lively,a2
liver,b1
living,a1
load,a2
loaf,b1
loan,b2
lobby,b2
local,a2
locate,b1
location,b1
lock,a2
lodge,b1
log,b1
logic,b1
logical,a2
logo,b1
loneliness,b2
lonely,a1
long,a1
long-distance,b2
long-term,b2
look,a1
loose,a2
loosely,b2
lorry,b1
lose,a2
loss,b1
lost,a2
lot,a1
lottery,b1
loud,b1
loudly,a2
loudspeaker,b1
lousy,b2
love,a1
lovely,a1
lover,a2
lovingly,b1
low,a2
lower,b2
lowland,b2
loyal,b1
loyalty,b1
luck,a1
luckily,a2
lucky,a1
lucrative,b2
luggage,b1
lunch,a1
lunchtime,a2
lung,b1
lush,b2
luxurious,b2
luxury,b1
lyric,a2
lyrics,b2
machine,a1
mad,a2
madam,b2
madame,b2
madness,b2
maestro,b2
magazine,a1
magic,a2
magical,b1
magician,b1
magnificent,b1
magnify,b2
mail,a1
mailbox,b1
main,b1
mainly,a2
maintain,b1
maintenance,b1
major,a2
majority,b1
make,a1
make-up,a2
maker,a2
malady,b2
malaria,b2
male,a2
mall,a2
mama,b2
mamma,b2
man,a1
manage,a2
management,b1
manager,a2
mango,b2
manipulate,b2
mankind,b1
manner,a2
mansion,b2
manual,b2
manufacture,b2
manufacturer,b2
manufacturing,b2
many,a1
map,a1
maple,b1
marathon,b2
marble,b1
march,a1
margin,b2
marine,b1
mark,a2
marked,b1
market,a2
marketing,b2
marriage,b1
married,a2
marry,a2
marvellous,a2
marvelous,a2
mash,b1
mask,b2
mass,b1
massacre,b2
massage,b2
masseur,b2
massive,b1
master,b2
masterpiece,b2
mastery,b2
match,a1
mate,b2
material,a2
math,a1
mathematical,b2
mathematician,b1
mathematics,b1
maths,a1
matter,a1
mature,b2
mausoleum,b2
max,a2
maximum,b1
may,a1
maybe,a1
mayor,b1
me,a1
meal,a1
mean,a1
meaning,a2
meaningful,b1
means,b2
meanwhile,b1
measure,b1
measurement,b1
meat,a1
mechanic,b1
mechanical,b1
mechanise,b2
mechanize,b2
medal,a2
media,b2
mediaeval,b2
medical,a2
medication,b2
medicine,a1
medieval,b2
mediocre,b2
meditate,b1
meditation,b1
mediterranean,b1
medium,b1
meet,a1
meeting,a1
melody,b2
melon,a2
melt,b1
member,a2
membership,b1
memorable,b1
memorial,b2
memorise,b1
memorize,b1
memory,a1
mend,b1
mental,b1
mentally,b1
mention,a2
mentor,b2
menu,a2
merchandise,b2
merchant,b1
mercy,b2
mere,b1
merely,b1
merge,b2
merger,b2
merry,a1
mess,b1
message,a1
messenger,b2
messy,b1
metal,a2
metaphor,b2
meter,a2
method,a2
metre,a2
metric,b2
micro,b2
microbe,b2
microcomputer,b2
micrometer,b2
micrometre,b2
microorganism,b2
microphone,b2
microscope,b2
microscopic,b2
microscopy,b2
microwave,b2
midday,a2
middle,a1
middle-aged,b1
midnight,a2
midst,b2
might,a2
mighty,b2
migration,b2
mild,b1
mile,b1
military,a2
milk,a1
mill,b2
millimeter,b2
millimetre,b2
million,a2
millionaire,b2
mimic,b2
mind,a1
mine,a1
mineral,b1
miniature,b2
minimise,b1
minimize,b1
minimum,b1
minister,b2
minor,b1
minority,b1
mint,b2
minus,b1
minute,a1
miracle,b1
mirror,a2
mischief,b1
misconception,b2
miserable,b1
misery,b1
misfortune,b2
mislead,b1
misleading,b2
miss,a1
missile,b2
missing,a2
mission,b1
mist,b2
mistake,a2
mistreat,b2
mistrustful,b2
misty,b1
misunderstand,b2
misunderstanding,b1
mix,a2
mixture,b2
mobile,a1
mobility,b2
mock,b2
modal,b1
model,a2
modem,b1
moderate,b1
modern,a2
modernisation,b2
modernise,b2
modernization,b2
modernize,b2
modest,b2
modification,b2
modify,b1
mogul,b2
moisture,b1
mold,b2
molecule,b1
mom,a1
moment,a1
momentarily,b2
momentary,b2
mommie,a1
mommy,a1
monastery,b2
monday,a1
money,a1
monitor,b1
monk,b1
monkey,a1
monster,b1
month,a1
monthly,b1
monument,b1
mood,a2
moody,b2
moon,a1
moonlight,b2
moonscape,b2
moral,b1
morality,b2
morally,b2
more,a1
moreover,b1
morning,a1
mortal,b2
mortar,b2
mortgage,b2
mortify,b2
mosque,a2
mosquito,b1
moss,b1
most,a1
mostly,a2
mother,a1
mother-in-law,b2
motherland,b1
motion,b2
motionless,b1
motivate,b1
motivated,b2
motivation,b1
motive,b1
motor,b1
motorbike,b2
motorcycle,b1
motorist,b2
motorway,a2
motto,b1
mould,b2
mount,b1
mountain,a1
mountaintop,b1
mourn,b1
mournful,b2
mouse,a1
moustache,b2
mouth,a1
move,a1
movement,b1
mover,b2
movie,a1
moving,b2
mr,a1
mrs,a1
ms,a2
much,a1
mud,b1
muddy,b2
mug,a2
mule,b1
multiple,b2
multiply,b2
mum,a1
mumble,b2
murder,a2
murderer,b1
murmur,b2
muscle,b1
muse,b2
museum,a2
mushroom,a2
music,a1
musical,a2
musician,a1
must,a1
mustache,b2
mustard,b1
mutability,b2
mutable,b2
mutter,b2
mutton,b2
mutual,b1
my,a1
myself,a2
mysterious,a2
mystery,a2
mystify,b2
myth,b1
nail,b1
naked,b1
name,a1
nano,b2
nap,b1
napkin,a2
narcissistic,b2
narrate,b1
narrative,b1
narrator,b2
narrow,b1
narrowly,b2
nasty,b1
nation,a2
national,a2
nationalist,b1
nationality,a1
nationwide,b2
native,a2
natural,a2
naturally,b1
nature,a2
naughty,b2
naval,b2
navigate,b2
navigation,b2
navy,b2
near,a1
nearby,b1
nearly,a2
neat,b2
necessarily,b2
necessary,a2
necessity,b2
neck,a1
necklace,b1
nectar,b1
need,a1
needle,b1
needless,b2
needy,b2
negative,a2
negatively,b2
neglect,b2
negotiate,b1
negotiation,b1
neighbor,a1
neighborhood,b1
neighboring,b2
neighbour,a1
neighbourhood,b1
neighbouring,b2
neither,b2
nephew,b1
nerve,b2
nerves,b2
nervous,a2
nervously,b2
nervousness,b1
ness,b1
net,a2
netsurfer,b2
network,b1
neurosis,b2
neutral,b1
never,a1
nevertheless,b1
new,a1
newborn,b1
newcomer,b1
newly,b1
news,a1
newscaster,b2
newspaper,a1
newsworthy,b2
next,a2
next-door,b1
nice,a1
nicely,b2
nickname,b1
niece,b1
night,a1
nightclub,b2
nightlife,b1
nightmare,b2
nine,a1
nineteen,a1
ninety,a1
no,a1
nobility,b2
noble,b2
nobleman,b2
nobody,a2
nod,b1
noise,a1
noisily,b1
noisy,a2
nomad,b2
nomination,b2
nominee,b2
non-smoking,b2
none,b1
nonetheless,b1
nonprofessional,b2
nonsense,b1
noon,a2
nor,b1
normal,a2
normally,b1
north,a2
northeast,b1
northeastern,b1
northern,b1
northward,b2
northwards,b2
northwest,b1
northwestern,b1
nose,a1
nostril,b2
not,a1
note,a1
notebook,a1
nothing,a1
notice,a2
noticeable,b1
noticeboard,b1
notion,b1
notorious,b1
nought,b2
noun,a2
nourish,b2
nourishment,b2
novel,a2
novelist,b1
novelty,b2
november,a1
now,a1
nowadays,a2
nowhere,b1
nuclear,b1
nucleus,b1
nuisance,b2
number,a1
numerical,b2
numerous,b1
nurse,a1
nursery,b2
nut,b2
nutrient,b1
nutrition,b1
nutritious,b1
nutshell,b2
o'clock,a1
oak,a2
oath,b2
obedience,b2
obedient,b2
obey,b2
obituary,b2
object,b1
objection,b1
objective,b1
obligation,b2
observation,b1
observe,b1
observer,b2
obsess,b2
obsession,b2
obsessive,b2
obstacle,b1
obtain,b1
obvious,b1
obviously,b1
occasion,b1
occasional,b1
occasionally,b1
occupation,a2
occupy,b1
occur,b1
ocean,b1
october,a1
odd,b2
of,a1
off,a1
offence,b2
offend,b2
offender,b2
offense,b2
offensive,b1
offer,a2
offhand,b2
office,a1
officer,a1
official,a2
officially,b1
offshore,b2
often,a1
oil,a2
oily,b1
ointment,b2
ok,a1
okay,a1
old,a1
old-fashioned,b1
olive,b2
olympia,b2
olympiad,b2
olympic,a2
olympics,a1
omelet,a2
omelette,a2
on,a1
once,a1
